fine_platform,fine_table,fine_record_id,fine_account,fine_source_file,fine_time_start,fine_time_end,fine_time_granularity,fine_date,title,title_missing
netflix,netflix_viewing_public,netflix_view_001092,,source_000001,2023-08-18,2023-08-18,date,2023-08-18,Shadowhunters: The Mortal Instruments: 3. Sezon: Familia Ante Omnia,false
netflix,netflix_viewing_public,netflix_view_001093,,source_000001,2023-08-18,2023-08-18,date,2023-08-18,Shadowhunters: The Mortal Instruments: 3. Sezon: Karanlıkta Yürümek,false
netflix,netflix_viewing_public,netflix_view_001094,,source_000001,2023-08-18,2023-08-18,date,2023-08-18,Shadowhunters: The Mortal Instruments: 3. Sezon: Yaraya Tuz Basmak,false
netflix,netflix_viewing_public,netflix_view_001095,,source_000001,2023-08-18,2023-08-18,date,2023-08-18,Shadowhunters: The Mortal Instruments: 3. Sezon: Boş Bir Odaya Açılan Pencere,false
netflix,netflix_viewing_public,netflix_view_001096,,source_000001,2023-08-18,2023-08-18,date,2023-08-18,Shadowhunters: The Mortal Instruments: 3. Sezon: Cennetten Daha Güçlü,false
netflix,netflix_viewing_public,netflix_view_001097,,source_000001,2023-08-18,2023-08-18,date,2023-08-18,Shadowhunters: The Mortal Instruments: 3. Sezon: Ruhun Eğitimi,false
netflix,netflix_viewing_public,netflix_view_001098,,source_000001,2023-08-18,2023-08-18,date,2023-08-18,Shadowhunters: The Mortal Instruments: 3. Sezon: Derindeki Tehlike,false
netflix,netflix_viewing_public,netflix_view_001099,,source_000001,2023-08-18,2023-08-18,date,2023-08-18,Shadowhunters: The Mortal Instruments: 3. Sezon: Gücü Elinde Tutanlar,false
netflix,netflix_viewing_public,netflix_view_001100,,source_000001,2023-08-18,2023-08-18,date,2023-08-18,Shadowhunters: The Mortal Instruments: 3. Sezon: Şeytani Zemin,false
netflix,netflix_viewing_public,netflix_view_001101,,source_000001,2023-08-17,2023-08-17,date,2023-08-17,The Order: 2. Sezon: Bahar Salgını: Kısım 1,false
netflix,netflix_viewing_public,netflix_view_001102,,source_000001,2023-08-17,2023-08-17,date,2023-08-17,The Order: 2. Sezon: Commons: Kısım 2,false
netflix,netflix_viewing_public,netflix_view_001103,,source_000001,2023-08-17,2023-08-17,date,2023-08-17,The Order: 2. Sezon: Commons: Kısım 1,false
netflix,netflix_viewing_public,netflix_view_001104,,source_000001,2023-08-17,2023-08-17,date,2023-08-17,The Order: 2. Sezon: Korkunun Ta Kendisi: Kısım 2,false
netflix,netflix_viewing_public,netflix_view_001105,,source_000001,2023-08-17,2023-08-17,date,2023-08-17,The Order: 2. Sezon: Serbest Radikaller: Kısım 2,false
netflix,netflix_viewing_public,netflix_view_001106,,source_000001,2023-08-17,2023-08-17,date,2023-08-17,The Order: 2. Sezon: Korkunun Ta Kendisi: Kısım 1,false
netflix,netflix_viewing_public,netflix_view_001107,,source_000001,2023-08-17,2023-08-17,date,2023-08-17,The Order: 2. Sezon: Serbest Radikaller: Kısım 1,false
netflix,netflix_viewing_public,netflix_view_001108,,source_000001,2023-08-17,2023-08-17,date,2023-08-17,The Order: 1. Sezon: Finaller: Kısım 2,false
netflix,netflix_viewing_public,netflix_view_001109,,source_000001,2023-08-17,2023-08-17,date,2023-08-17,The Order: 1. Sezon: Finaller: Kısım 1,false
netflix,netflix_viewing_public,netflix_view_001110,,source_000001,2023-08-17,2023-08-17,date,2023-08-17,The Order: 1. Sezon: Muallak: Kısım 2,false
netflix,netflix_viewing_public,netflix_view_001111,,source_000001,2023-08-17,2023-08-17,date,2023-08-17,The Order: 1. Sezon: Muallak: Kısım 1,false
netflix,netflix_viewing_public,netflix_view_001112,,source_000001,2023-08-17,2023-08-17,date,2023-08-17,The Order: 1. Sezon: Mezunlar Toplantısı: Kısım 2,false
netflix,netflix_viewing_public,netflix_view_001113,,source_000001,2023-08-17,2023-08-17,date,2023-08-17,The Order: 1. Sezon: Mezunlar Toplantısı: Kısım 1,false
netflix,netflix_viewing_public,netflix_view_001114,,source_000001,2023-08-17,2023-08-17,date,2023-08-17,The Order: 1. Sezon: Etiğe Giriş: Kısım 2,false
netflix,netflix_viewing_public,netflix_view_001115,,source_000001,2023-08-17,2023-08-17,date,2023-08-17,The Order: 1. Sezon: Etiğe Giriş: Kısım 1,false
netflix,netflix_viewing_public,netflix_view_001116,,source_000001,2023-08-17,2023-08-17,date,2023-08-17,The Order: 1. Sezon: Cehennem Haftası: Kısım 2,false
netflix,netflix_viewing_public,netflix_view_001117,,source_000001,2023-08-17,2023-08-17,date,2023-08-17,The Order: 1. Sezon: Cehennem Haftası: Kısım 1,false
netflix,netflix_viewing_public,netflix_view_001118,,source_000001,2023-08-15,2023-08-15,date,2023-08-15,Wednesday: 1. Sezon: Neye Dertlenirsen Onu Biçersin,false
netflix,netflix_viewing_public,netflix_view_001119,,source_000001,2023-08-14,2023-08-14,date,2023-08-14,Shadowhunters: The Mortal Instruments: 2. Sezon: Durgun Su Kenarında,false
netflix,netflix_viewing_public,netflix_view_001120,,source_000001,2023-08-14,2023-08-14,date,2023-08-14,Shadowhunters: The Mortal Instruments: 2. Sezon: Selam ve Veda,false
netflix,netflix_viewing_public,netflix_view_001121,,source_000001,2023-08-14,2023-08-14,date,2023-08-14,"Shadowhunters: The Mortal Instruments: 2. Sezon: Uyan, Diril ya da Ebediyen Günahkâr Kal",false
netflix,netflix_viewing_public,netflix_view_001122,,source_000001,2023-08-14,2023-08-14,date,2023-08-14,Shadowhunters: The Mortal Instruments: 2. Sezon: Karanlık Bir Yansıma,false
netflix,netflix_viewing_public,netflix_view_001123,,source_000001,2023-08-14,2023-08-14,date,2023-08-14,Shadowhunters: The Mortal Instruments: 2. Sezon: Kefaret Günü,false
netflix,netflix_viewing_public,netflix_view_001124,,source_000001,2023-08-14,2023-08-14,date,2023-08-14,Shadowhunters: The Mortal Instruments: 2. Sezon: Hafıza Problemi,false
netflix,netflix_viewing_public,netflix_view_001125,,source_000001,2023-08-13,2023-08-13,date,2023-08-13,Ejderhalar Prensi: 5. Sezon: Çocuk Kanı,false
netflix,netflix_viewing_public,netflix_view_001126,,source_000001,2023-08-13,2023-08-13,date,2023-08-13,Ejderhalar Prensi: 5. Sezon: Finnegrin'in Vahı,false
netflix,netflix_viewing_public,netflix_view_001127,,source_000001,2023-08-13,2023-08-13,date,2023-08-13,Ejderhalar Prensi: 5. Sezon: Denizde,false
netflix,netflix_viewing_public,netflix_view_001128,,source_000001,2023-08-13,2023-08-13,date,2023-08-13,Ejderhalar Prensi: 5. Sezon: Soygun,false
netflix,netflix_viewing_public,netflix_view_001129,,source_000001,2023-08-13,2023-08-13,date,2023-08-13,Ejderhalar Prensi: 5. Sezon: Akiyu,false
netflix,netflix_viewing_public,netflix_view_001130,,source_000001,2023-08-13,2023-08-13,date,2023-08-13,Ejderhalar Prensi: 5. Sezon: Büyük Kütüphane,false
netflix,netflix_viewing_public,netflix_view_001131,,source_000001,2023-08-13,2023-08-13,date,2023-08-13,Ejderhalar Prensi: 5. Sezon: Kâbuslar ve Açığa Çıkan Gerçekler,false
netflix,netflix_viewing_public,netflix_view_001132,,source_000001,2023-08-13,2023-08-13,date,2023-08-13,Ejderhalar Prensi: 5. Sezon: Eski Yaralar,false
netflix,netflix_viewing_public,netflix_view_001133,,source_000001,2023-08-13,2023-08-13,date,2023-08-13,Ejderhalar Prensi: 5. Sezon: Domina Profundis,false
netflix,netflix_viewing_public,netflix_view_001134,,source_000001,2023-08-13,2023-08-13,date,2023-08-13,Ejderhalar Prensi: 4. Sezon: Umber Tor'dan Kaçış,false
netflix,netflix_viewing_public,netflix_view_001135,,source_000001,2023-08-13,2023-08-13,date,2023-08-13,Ejderhalar Prensi: 4. Sezon: Kayan Yıldızlar,false
netflix,netflix_viewing_public,netflix_view_001136,,source_000001,2023-08-13,2023-08-13,date,2023-08-13,Ejderhalar Prensi: 4. Sezon: Yeniden Doğum Günü,false
netflix,netflix_viewing_public,netflix_view_001137,,source_000001,2023-08-13,2023-08-13,date,2023-08-13,Dev Avcısı Jack,false
netflix,netflix_viewing_public,netflix_view_001138,,source_000001,2023-03-25,2023-03-25,date,2023-03-25,Wednesday: 1. Sezon: Ne Dertli Bir Gece!,false
netflix,netflix_viewing_public,netflix_view_001139,,source_000001,2023-03-24,2023-03-24,date,2023-03-24,"Wednesday: 1. Sezon: Dost mu, Dert mi?",false
netflix,netflix_viewing_public,netflix_view_001140,,source_000001,2023-03-24,2023-03-24,date,2023-03-24,Wednesday: 1. Sezon: Dert En Yalnız Sayıdır,false
netflix,netflix_viewing_public,netflix_view_001141,,source_000001,2023-03-22,2023-03-22,date,2023-03-22,Wednesday: 1. Sezon: Çarşamba Günü Doğanlar Dertli Olurlar,false
netflix,netflix_viewing_public,netflix_view_001142,,source_000001,2023-02-06,2023-02-06,date,2023-02-06,Korra Efsanesi: 1. Kitap: Hava: Son Oyun,false
netflix,netflix_viewing_public,netflix_view_001143,,source_000001,2023-02-06,2023-02-06,date,2023-02-06,Korra Efsanesi: 1. Kitap: Hava: Kirli Çamaşırlar,false
netflix,netflix_viewing_public,netflix_view_001144,,source_000001,2023-02-06,2023-02-06,date,2023-02-06,Korra Efsanesi: 1. Kitap: Hava: Değişim Rüzgârları,false
netflix,netflix_viewing_public,netflix_view_001145,,source_000001,2023-02-06,2023-02-06,date,2023-02-06,Korra Efsanesi: 1. Kitap: Hava: Geçmişten Gelen,false
netflix,netflix_viewing_public,netflix_view_001146,,source_000001,2023-02-06,2023-02-06,date,2023-02-06,Korra Efsanesi: 1. Kitap: Hava: Aşırı Uçlar Karşılaşınca,false
netflix,netflix_viewing_public,netflix_view_001147,,source_000001,2023-02-06,2023-02-06,date,2023-02-06,Korra Efsanesi: 1. Kitap: Hava: Sonuç,false
netflix,netflix_viewing_public,netflix_view_001148,,source_000001,2023-02-06,2023-02-06,date,2023-02-06,Korra Efsanesi: 1. Kitap: Hava: Ve Kazanan…,false
netflix,netflix_viewing_public,netflix_view_001149,,source_000001,2023-02-06,2023-02-06,date,2023-02-06,Korra Efsanesi: 1. Kitap: Hava: Mücadele Ruhu,false
netflix,netflix_viewing_public,netflix_view_001150,,source_000001,2023-02-06,2023-02-06,date,2023-02-06,Korra Efsanesi: 1. Kitap: Hava: Gecedeki Sesler,false
netflix,netflix_viewing_public,netflix_view_001151,,source_000001,2023-02-06,2023-02-06,date,2023-02-06,Korra Efsanesi: 1. Kitap: Hava: Ortaya Çıkış,false
netflix,netflix_viewing_public,netflix_view_001152,,source_000001,2023-02-06,2023-02-06,date,2023-02-06,Korra Efsanesi: 1. Kitap: Hava: Rüzgârda Bir Yaprak,false
netflix,netflix_viewing_public,netflix_view_001153,,source_000001,2023-02-06,2023-02-06,date,2023-02-06,Korra Efsanesi: 1. Kitap: Hava: Cumhuriyet Şehri'ne Hoş Geldiniz,false
netflix,netflix_viewing_public,netflix_view_001154,,source_000001,2023-01-28,2023-01-28,date,2023-01-28,Transformers 5: Son Şövalye,false
netflix,netflix_viewing_public,netflix_view_001155,,source_000001,2023-01-28,2023-01-28,date,2023-01-28,Transformers: Kayıp Çağ,false
netflix,netflix_viewing_public,netflix_view_001156,,source_000001,2023-01-17,2023-01-17,date,2023-01-17,Transformers: Ay'ın Karanlık Yüzü,false
netflix,netflix_viewing_public,netflix_view_001157,,source_000001,2022-12-08,2022-12-08,date,2022-12-08,Lucifer: 1. Sezon: Karanlığın Sahte Prensi,false
netflix,netflix_viewing_public,netflix_view_001158,,source_000001,2022-12-08,2022-12-08,date,2022-12-08,"Lucifer: 1. Sezon: Lucifer, Bekle. Cici Şeytan.",false
netflix,netflix_viewing_public,netflix_view_001159,,source_000001,2022-12-08,2022-12-08,date,2022-12-08,Lucifer: 1. Sezon: Pilot Bölüm,false
netflix,netflix_viewing_public,netflix_view_001160,,source_000001,2022-12-07,2022-12-07,date,2022-12-07,Half Bad: The Bastard Son & The Devil Himself: 8. Bölüm,false
netflix,netflix_viewing_public,netflix_view_001161,,source_000001,2022-12-07,2022-12-07,date,2022-12-07,Half Bad: The Bastard Son & The Devil Himself: 6. Bölüm,false
netflix,netflix_viewing_public,netflix_view_001162,,source_000001,2022-12-07,2022-12-07,date,2022-12-07,Half Bad: The Bastard Son & The Devil Himself: 7. Bölüm,false
netflix,netflix_viewing_public,netflix_view_001163,,source_000001,2022-12-07,2022-12-07,date,2022-12-07,Half Bad: The Bastard Son & The Devil Himself: 5. Bölüm,false
netflix,netflix_viewing_public,netflix_view_001164,,source_000001,2022-12-07,2022-12-07,date,2022-12-07,Half Bad: The Bastard Son & The Devil Himself: 4. Bölüm,false
netflix,netflix_viewing_public,netflix_view_001165,,source_000001,2022-12-07,2022-12-07,date,2022-12-07,Half Bad: The Bastard Son & The Devil Himself: 3. Bölüm,false
netflix,netflix_viewing_public,netflix_view_001166,,source_000001,2022-12-07,2022-12-07,date,2022-12-07,Half Bad: The Bastard Son & The Devil Himself: 2. Bölüm,false
netflix,netflix_viewing_public,netflix_view_001167,,source_000001,2022-12-07,2022-12-07,date,2022-12-07,Half Bad: The Bastard Son & The Devil Himself: 1. Bölüm,false
netflix,netflix_viewing_public,netflix_view_001168,,source_000001,2022-12-07,2022-12-07,date,2022-12-07,Chilling Adventures of Sabrina: 4. Kısım: No. 29: Büyülü Karanlık,false
netflix,netflix_viewing_public,netflix_view_001169,,source_000001,2022-12-07,2022-12-07,date,2022-12-07,Chilling Adventures of Sabrina: 3. Kısım: No. 28: Sabrina Efsanesi,false
netflix,netflix_viewing_public,netflix_view_001170,,source_000001,2022-12-07,2022-12-07,date,2022-12-07,Chilling Adventures of Sabrina: 3. Kısım: No. 27: İhanet Öpücüğü,false
netflix,netflix_viewing_public,netflix_view_001171,,source_000001,2022-12-07,2022-12-07,date,2022-12-07,Chilling Adventures of Sabrina: 3. Kısım: No. 26: Hepiniz Cadısınız,false
netflix,netflix_viewing_public,netflix_view_001172,,source_000001,2022-12-07,2022-12-07,date,2022-12-07,Chilling Adventures of Sabrina: 3. Kısım: No. 25: İçinde Şeytan Var,false
netflix,netflix_viewing_public,netflix_view_001173,,source_000001,2022-12-07,2022-12-07,date,2022-12-07,Chilling Adventures of Sabrina: 3. Kısım: No. 24: Tavşan Ayı,false
netflix,netflix_viewing_public,netflix_view_001174,,source_000001,2022-12-07,2022-12-07,date,2022-12-07,Chilling Adventures of Sabrina: 3. Kısım: No. 23: Tacın Ağırlığı,false
netflix,netflix_viewing_public,netflix_view_001175,,source_000001,2022-12-07,2022-12-07,date,2022-12-07,Chilling Adventures of Sabrina: 3. Kısım: No. 22: Beni Cehenneme Götür,false
netflix,netflix_viewing_public,netflix_view_001176,,source_000001,2022-12-05,2022-12-05,date,2022-12-05,Wednesday: 1. Sezon: Dert Sürüsü,false
netflix,netflix_viewing_public,netflix_view_001177,,source_000001,2022-12-05,2022-12-05,date,2022-12-05,Wednesday: 1. Sezon: Henüz Bana Dertlenmediysen,false
netflix,netflix_viewing_public,netflix_view_001178,,source_000001,2022-12-05,2022-12-05,date,2022-12-05,Wednesday: 1. Sezon: İyiliğe Karşı Dert,false
netflix,netflix_viewing_public,netflix_view_001179,,source_000001,2022-12-02,2022-12-02,date,2022-12-02,The Office: Pilot Bölüm,false
netflix,netflix_viewing_public,netflix_view_001180,,source_000001,2022-11-27,2022-11-27,date,2022-11-27,Ejderhalar Prensi: 4. Sezon: Rex Igneous,false
netflix,netflix_viewing_public,netflix_view_001181,,source_000001,2022-11-27,2022-11-27,date,2022-11-27,Ejderhalar Prensi: 4. Sezon: Derinde,false
netflix,netflix_viewing_public,netflix_view_001182,,source_000001,2022-11-27,2022-11-27,date,2022-11-27,Ejderhalar Prensi: 4. Sezon: Drakewood,false
netflix,netflix_viewing_public,netflix_view_001183,,source_000001,2022-11-27,2022-11-27,date,2022-11-27,Ejderhalar Prensi: 4. Sezon: Büyük Kapılar,false
netflix,netflix_viewing_public,netflix_view_001184,,source_000001,2022-11-27,2022-11-27,date,2022-11-27,Ejderhalar Prensi: 4. Sezon: Aynanın İçinden,false
netflix,netflix_viewing_public,netflix_view_001185,,source_000001,2022-11-27,2022-11-27,date,2022-11-27,Ejderhalar Prensi: 4. Sezon: Nefes Kesici,false
netflix,netflix_viewing_public,netflix_view_001186,,source_000001,2022-11-05,2022-11-05,date,2022-11-05,8 Mil,false
netflix,netflix_viewing_public,netflix_view_001187,,source_000001,2022-11-02,2022-11-02,date,2022-11-02,Erşan Kuneri: 1. Sezon: Doyamadım,false
netflix,netflix_viewing_public,netflix_view_001188,,source_000001,2022-11-02,2022-11-02,date,2022-11-02,Erşan Kuneri: 1. Sezon: Er-Man,false
netflix,netflix_viewing_public,netflix_view_001189,,source_000001,2022-11-01,2022-11-01,date,2022-11-01,Erşan Kuneri: 1. Sezon: Blue Box,false
netflix,netflix_viewing_public,netflix_view_001190,,source_000001,2022-10-29,2022-10-29,date,2022-10-29,Yalanın İcadı,false
netflix,netflix_viewing_public,netflix_view_001191,,source_000001,2022-10-22,2022-10-22,date,2022-10-22,Ejderhanı Nasıl Eğitirsin 2,false
netflix,netflix_viewing_public,netflix_view_001192,,source_000001,2022-10-22,2022-10-22,date,2022-10-22,Ejderhanı Nasıl Eğitirsin,false
netflix,netflix_viewing_public,netflix_view_001193,,source_000001,2022-09-17,2022-09-17,date,2022-09-17,Winx Efsanesi: Kader: 2. Sezon: Tüm Vahşi Cadılar,false
netflix,netflix_viewing_public,netflix_view_001194,,source_000001,2022-09-17,2022-09-17,date,2022-09-17,Winx Efsanesi: Kader: 2. Sezon: Zavallı Talihsiz Ruhlar,false
netflix,netflix_viewing_public,netflix_view_001195,,source_000001,2022-09-17,2022-09-17,date,2022-09-17,"Winx Efsanesi: Kader: 2. Sezon: Sen İyi Bir Cadı mısın, Yoksa Kötü Bir Cadı mı?",false
netflix,netflix_viewing_public,netflix_view_001196,,source_000001,2022-09-17,2022-09-17,date,2022-09-17,Winx Efsanesi: Kader: 2. Sezon: Şeytan Cehenneme Düşmezden Bir Saat Önce,false
netflix,netflix_viewing_public,netflix_view_001197,,source_000001,2022-09-17,2022-09-17,date,2022-09-17,Winx Efsanesi: Kader: 2. Sezon: Yeni Elde Ettiğin Popülerliğin,false
netflix,netflix_viewing_public,netflix_view_001198,,source_000001,2022-09-17,2022-09-17,date,2022-09-17,Winx Efsanesi: Kader: 2. Sezon: Rüzgâra Kapılmış,false
netflix,netflix_viewing_public,netflix_view_001199,,source_000001,2022-09-14,2022-09-14,date,2022-09-14,Cobra Kai: 5. Sezon: Yılanın Kafası,false
netflix,netflix_viewing_public,netflix_view_001200,,source_000001,2022-09-14,2022-09-14,date,2022-09-14,Cobra Kai: 5. Sezon: Sağ Kalanlar,false
netflix,netflix_viewing_public,netflix_view_001201,,source_000001,2022-09-14,2022-09-14,date,2022-09-14,Cobra Kai: 5. Sezon: Taikai,false
netflix,netflix_viewing_public,netflix_view_001202,,source_000001,2022-09-14,2022-09-14,date,2022-09-14,Cobra Kai: 5. Sezon: Çürük Yumurtalar,false
netflix,netflix_viewing_public,netflix_view_001203,,source_000001,2022-09-14,2022-09-14,date,2022-09-14,Cobra Kai: 5. Sezon: Kuyruğunu Yiyen Yılan,false
netflix,netflix_viewing_public,netflix_view_001204,,source_000001,2022-09-14,2022-09-14,date,2022-09-14,Cobra Kai: 5. Sezon: Olağanüstü Önlemler,false
netflix,netflix_viewing_public,netflix_view_001205,,source_000001,2022-09-14,2022-09-14,date,2022-09-14,Cobra Kai: 5. Sezon: Sürekli Düşüş,false
netflix,netflix_viewing_public,netflix_view_001206,,source_000001,2022-09-14,2022-09-14,date,2022-09-14,Cobra Kai: 5. Sezon: Ateşle Oynamak,false
netflix,netflix_viewing_public,netflix_view_001207,,source_000001,2022-09-14,2022-09-14,date,2022-09-14,Cobra Kai: 5. Sezon: Köstebek,false
netflix,netflix_viewing_public,netflix_view_001208,,source_000001,2022-09-14,2022-09-14,date,2022-09-14,Cobra Kai: 5. Sezon: Evden Çok Uzakta,false
netflix,netflix_viewing_public,netflix_view_001209,,source_000001,2022-08-30,2022-08-30,date,2022-08-30,The Sandman: 1. Sezon: Kayıp Kalpler,false
netflix,netflix_viewing_public,netflix_view_001210,,source_000001,2022-08-30,2022-08-30,date,2022-08-30,The Sandman: 1. Sezon: Koleksiyoncular,false
netflix,netflix_viewing_public,netflix_view_001211,,source_000001,2022-08-30,2022-08-30,date,2022-08-30,The Sandman: 1. Sezon: Evcilik Oyunu,false
netflix,netflix_viewing_public,netflix_view_001212,,source_000001,2022-08-30,2022-08-30,date,2022-08-30,The Sandman: 1. Sezon: Bebek Evi,false
netflix,netflix_viewing_public,netflix_view_001213,,source_000001,2022-08-30,2022-08-30,date,2022-08-30,The Sandman: 1. Sezon: Kanatlarının Sesi,false
netflix,netflix_viewing_public,netflix_view_001214,,source_000001,2022-08-29,2022-08-29,date,2022-08-29,The Sandman: 1. Sezon: 24 Saat,false
netflix,netflix_viewing_public,netflix_view_001215,,source_000001,2022-08-29,2022-08-29,date,2022-08-29,The Sandman: 1. Sezon: Cehennemde Bir Umut,false
netflix,netflix_viewing_public,netflix_view_001216,,source_000001,2022-08-29,2022-08-29,date,2022-08-29,The Sandman: 1. Sezon: Düşünde Biraz Beni Düşle,false
netflix,netflix_viewing_public,netflix_view_001217,,source_000001,2022-08-29,2022-08-29,date,2022-08-29,The Sandman: 1. Sezon: Kusurlu Ev Sahipleri,false
netflix,netflix_viewing_public,netflix_view_001218,,source_000001,2022-08-29,2022-08-29,date,2022-08-29,The Sandman: 1. Sezon: Deliksiz Bir Uyku,false
netflix,netflix_viewing_public,netflix_view_001219,,source_000001,2022-08-12,2022-08-12,date,2022-08-12,Peaky Blinders: 1. Sezon: 1. Bölüm,false
netflix,netflix_viewing_public,netflix_view_001220,,source_000001,2022-08-12,2022-08-12,date,2022-08-12,Merlin: Valiant,false
netflix,netflix_viewing_public,netflix_view_001221,,source_000001,2022-08-12,2022-08-12,date,2022-08-12,Merlin: Ejderhanın Çağrısı,false
netflix,netflix_viewing_public,netflix_view_001222,,source_000001,2022-08-10,2022-08-10,date,2022-08-10,Top Gun,false
netflix,netflix_viewing_public,netflix_view_001223,,source_000001,2022-07-06,2022-07-06,date,2022-07-06,Erşan Kuneri: 1. Sezon: Kötü Mal,false
netflix,netflix_viewing_public,netflix_view_001224,,source_000001,2022-07-03,2022-07-03,date,2022-07-03,Aykut Enişte 2,false
netflix,netflix_viewing_public,netflix_view_001225,,source_000001,2022-06-26,2022-06-26,date,2022-06-26,Suits: 3. Sezon: Yarım Kalan İş,false
netflix,netflix_viewing_public,netflix_view_001226,,source_000001,2022-06-26,2022-06-26,date,2022-06-26,Suits: 3. Sezon: Beni İstemeni İstiyorum,false
netflix,netflix_viewing_public,netflix_view_001227,,source_000001,2022-06-26,2022-06-26,date,2022-06-26,Suits: 3. Sezon: Düzenleme,false
netflix,netflix_viewing_public,netflix_view_001228,,source_000001,2022-06-26,2022-06-26,date,2022-06-26,Suits: 2. Sezon: Savaş,false
netflix,netflix_viewing_public,netflix_view_001229,,source_000001,2022-06-25,2022-06-25,date,2022-06-25,Suits: 2. Sezon: Normandiya,false
netflix,netflix_viewing_public,netflix_view_001230,,source_000001,2022-06-25,2022-06-25,date,2022-06-25,Suits: 2. Sezon: Geri Döndü,false
netflix,netflix_viewing_public,netflix_view_001231,,source_000001,2022-06-25,2022-06-25,date,2022-06-25,"Suits: 2. Sezon: Zane, Zane'e Karşı",false
netflix,netflix_viewing_public,netflix_view_001232,,source_000001,2022-06-25,2022-06-25,date,2022-06-25,Suits: 2. Sezon: Sudaki Kan,false
netflix,netflix_viewing_public,netflix_view_001233,,source_000001,2022-06-25,2022-06-25,date,2022-06-25,Suits: 2. Sezon: Zayıf Taraf,false
netflix,netflix_viewing_public,netflix_view_001234,,source_000001,2022-06-25,2022-06-25,date,2022-06-25,Suits: 2. Sezon: Öğle Vakti,false
netflix,netflix_viewing_public,netflix_view_001235,,source_000001,2022-06-25,2022-06-25,date,2022-06-25,Suits: 2. Sezon: Yıldız,false
netflix,netflix_viewing_public,netflix_view_001236,,source_000001,2022-06-25,2022-06-25,date,2022-06-25,Suits: 2. Sezon: Yeniden,false
netflix,netflix_viewing_public,netflix_view_001237,,source_000001,2022-06-25,2022-06-25,date,2022-06-25,Suits: 2. Sezon: Dost Kazığı,false
netflix,netflix_viewing_public,netflix_view_001238,,source_000001,2022-06-25,2022-06-25,date,2022-06-25,Suits: 2. Sezon: Tehlikeli Oyun,false
netflix,netflix_viewing_public,netflix_view_001239,,source_000001,2022-06-25,2022-06-25,date,2022-06-25,Suits: 2. Sezon: Kırılma Noktası,false
netflix,netflix_viewing_public,netflix_view_001240,,source_000001,2022-06-25,2022-06-25,date,2022-06-25,Suits: 2. Sezon: Keşif,false
netflix,netflix_viewing_public,netflix_view_001241,,source_000001,2022-06-24,2022-06-24,date,2022-06-24,Suits: 2. Sezon: Yeni Patronla Tanış,false
netflix,netflix_viewing_public,netflix_view_001242,,source_000001,2022-06-21,2022-06-21,date,2022-06-21,Robin Hood,false
netflix,netflix_viewing_public,netflix_view_001243,,source_000001,2022-06-19,2022-06-19,date,2022-06-19,Suits: 2. Sezon: Seçim,false
netflix,netflix_viewing_public,netflix_view_001244,,source_000001,2022-06-19,2022-06-19,date,2022-06-19,Suits: 2. Sezon: Biliyor,false
netflix,netflix_viewing_public,netflix_view_001245,,source_000001,2022-06-19,2022-06-19,date,2022-06-19,Suits: 1. Sezon: İt Dalaşı,false
netflix,netflix_viewing_public,netflix_view_001246,,source_000001,2022-06-19,2022-06-19,date,2022-06-19,Suits: 1. Sezon: Oyunun Kuralları,false
netflix,netflix_viewing_public,netflix_view_001247,,source_000001,2022-06-19,2022-06-19,date,2022-06-19,Suits: 1. Sezon: Raf Ömrü,false
netflix,netflix_viewing_public,netflix_view_001248,,source_000001,2022-06-19,2022-06-19,date,2022-06-19,Suits: 1. Sezon: Yenilmez,false
netflix,netflix_viewing_public,netflix_view_001249,,source_000001,2022-06-19,2022-06-19,date,2022-06-19,Suits: 1. Sezon: Kimlik Bunalımı,false
netflix,netflix_viewing_public,netflix_view_001250,,source_000001,2022-06-19,2022-06-19,date,2022-06-19,Suits: 1. Sezon: Fırsat Ver,false
netflix,netflix_viewing_public,netflix_view_001251,,source_000001,2022-06-19,2022-06-19,date,2022-06-19,Suits: 1. Sezon: Ticaret Hileleri,false
netflix,netflix_viewing_public,netflix_view_001252,,source_000001,2022-06-19,2022-06-19,date,2022-06-19,Suits: 1. Sezon: Kefaletle Serbest,false
netflix,netflix_viewing_public,netflix_view_001253,,source_000001,2022-06-18,2022-06-18,date,2022-06-18,Suits: 1. Sezon: Kirli Küçük Sırlar,false
netflix,netflix_viewing_public,netflix_view_001254,,source_000001,2022-06-18,2022-06-18,date,2022-06-18,Suits: 1. Sezon: İç Kulvar,false
netflix,netflix_viewing_public,netflix_view_001255,,source_000001,2022-06-18,2022-06-18,date,2022-06-18,Suits: 1. Sezon: Hatalar ve Eksiklikler,false
netflix,netflix_viewing_public,netflix_view_001256,,source_000001,2022-06-18,2022-06-18,date,2022-06-18,Suits: 1. Sezon: Pilot Bölüm 1 ve 2,false
netflix,netflix_viewing_public,netflix_view_001257,,source_000001,2022-06-10,2022-06-10,date,2022-06-10,"Love, Death & Robots: 3. Cilt: Makinenin Nabzı",false
netflix,netflix_viewing_public,netflix_view_001258,,source_000001,2022-06-10,2022-06-10,date,2022-06-10,"Love, Death & Robots: 3. Cilt: Kötü Seyir",false
netflix,netflix_viewing_public,netflix_view_001259,,source_000001,2022-06-10,2022-06-10,date,2022-06-10,"Love, Death & Robots: 3. Cilt: Üç Robot: Çıkış Stratejileri",false
